index,timestamp_[single_orbbec],timestamp_[zarr_timestamp],
706,1749817729.65823,1749817729.7247,
707,1749817729.69151,1749817729.758,
708,1749817729.7247,1749817729.79121,
709,1749817729.758,1749817729.82462,
710,1749817729.79121,1749817729.85853,
711,1749817729.82462,1749817729.89103,
712,1749817729.85853,1749817729.92451,
713,1749817729.89103,1749817729.95754,
714,1749817729.92451,1749817729.99072,
715,1749817729.95754,1749817730.02403,
716,1749817729.99072,1749817730.05775,
717,1749817730.02403,1749817730.09053,
718,1749817730.05775,1749817730.12399,
719,1749817730.09053,1749817730.15692,
720,1749817730.12399,1749817730.19016,
721,1749817730.15692,1749817730.22355,
722,1749817730.19016,1749817730.25666,
723,1749817730.22355,1749817730.28982,
724,1749817730.25666,1749817730.32316,
725,1749817730.28982,1749817730.35631,
726,1749817730.32316,1749817730.38947,
727,1749817730.35631,1749817730.42278,
728,1749817730.38947,1749817730.45599,
729,1749817730.42278,1749817730.4891,
730,1749817730.45599,1749817730.52231,
731,1749817730.4891,1749817730.55558,
732,1749817730.52231,1749817730.58877,
733,1749817730.55558,1749817730.62208,
734,1749817730.58877,1749817730.66322,
735,1749817730.62208,1749817730.68857,
736,1749817730.66322,1749817730.72175,
737,1749817730.68857,1749817730.75505,
738,1749817730.72175,1749817730.78823,
739,1749817730.75505,1749817730.82149,
740,1749817730.78823,1749817730.8546,
741,1749817730.82149,1749817730.88797,
742,1749817730.8546,1749817730.92109,
743,1749817730.88797,1749817730.95454,
744,1749817730.92109,1749817730.98762,
745,1749817730.95454,1749817731.02091,
746,1749817730.98762,1749817731.05454,
747,1749817731.02091,1749817731.08726,
748,1749817731.05454,1749817731.12048,
749,1749817731.08726,1749817731.15373,
750,1749817731.12048,1749817731.18702,
751,1749817731.15373,1749817731.22019,
752,1749817731.18702,1749817731.25355,
753,1749817731.22019,1749817731.28672,
754,1749817731.25355,1749817731.31991,
755,1749817731.28672,1749817731.35341,
756,1749817731.31991,1749817731.38633,
757,1749817731.35341,,
758,1749817731.38633,,
