index,align_timestamp
424,"[5484.702  5484.8022 5484.9023 5485.0024 5485.102  5485.202  5485.3022
 5485.4023 5485.5024 5485.602  5485.702  5485.8022 5485.9023 5486.0024
 5486.102  5486.202 ]"
425,"[5484.8022 5484.9023 5485.0024 5485.102  5485.202  5485.3022 5485.4023
 5485.5024 5485.602  5485.702  5485.8022 5485.9023 5486.0024 5486.102
 5486.202  5486.3022]"
426,"[5484.9023 5485.0024 5485.102  5485.202  5485.3022 5485.4023 5485.5024
 5485.602  5485.702  5485.8022 5485.9023 5486.0024 5486.102  5486.202
 5486.3022 5486.4023]"
427,"[5485.0024 5485.102  5485.202  5485.3022 5485.4023 5485.5024 5485.602
 5485.702  5485.8022 5485.9023 5486.0024 5486.102  5486.202  5486.3022
 5486.4023 5486.5024]"
428,"[5485.102  5485.202  5485.3022 5485.4023 5485.5024 5485.602  5485.702
 5485.8022 5485.9023 5486.0024 5486.102  5486.202  5486.3022 5486.4023
 5486.5024 5486.602 ]"
429,"[5485.202  5485.3022 5485.4023 5485.5024 5485.602  5485.702  5485.8022
 5485.9023 5486.0024 5486.102  5486.202  5486.3022 5486.4023 5486.5024
 5486.602  5486.702 ]"
430,"[5485.3022 5485.4023 5485.5024 5485.602  5485.702  5485.8022 5485.9023
 5486.0024 5486.102  5486.202  5486.3022 5486.4023 5486.5024 5486.602
 5486.702  5486.8022]"
431,"[5485.4023 5485.5024 5485.602  5485.702  5485.8022 5485.9023 5486.0024
 5486.102  5486.202  5486.3022 5486.4023 5486.5024 5486.602  5486.702
 5486.8022 5486.9023]"
432,"[5485.5024 5485.602  5485.702  5485.8022 5485.9023 5486.0024 5486.102
 5486.202  5486.3022 5486.4023 5486.5024 5486.602  5486.702  5486.8022
 5486.9023 5487.0024]"
433,"[5485.602  5485.702  5485.8022 5485.9023 5486.0024 5486.102  5486.202
 5486.3022 5486.4023 5486.5024 5486.602  5486.702  5486.8022 5486.9023
 5487.0024 5487.102 ]"
434,"[5485.702  5485.8022 5485.9023 5486.0024 5486.102  5486.202  5486.3022
 5486.4023 5486.5024 5486.602  5486.702  5486.8022 5486.9023 5487.0024
 5487.102  5487.202 ]"
435,"[5485.8022 5485.9023 5486.0024 5486.102  5486.202  5486.3022 5486.4023
 5486.5024 5486.602  5486.702  5486.8022 5486.9023 5487.0024 5487.102
 5487.202  5487.3022]"
436,"[5485.9023 5486.0024 5486.102  5486.202  5486.3022 5486.4023 5486.5024
 5486.602  5486.702  5486.8022 5486.9023 5487.0024 5487.102  5487.202
 5487.3022 5487.4023]"
437,"[5486.0024 5486.102  5486.202  5486.3022 5486.4023 5486.5024 5486.602
 5486.702  5486.8022 5486.9023 5487.0024 5487.102  5487.202  5487.3022
 5487.4023 5487.5024]"
438,"[5486.102  5486.202  5486.3022 5486.4023 5486.5024 5486.602  5486.702
 5486.8022 5486.9023 5487.0024 5487.102  5487.202  5487.3022 5487.4023
 5487.5024 5487.602 ]"
439,"[5486.202  5486.3022 5486.4023 5486.5024 5486.602  5486.702  5486.8022
 5486.9023 5487.0024 5487.102  5487.202  5487.3022 5487.4023 5487.5024
 5487.602  5487.702 ]"
440,"[5486.3022 5486.4023 5486.5024 5486.602  5486.702  5486.8022 5486.9023
 5487.0024 5487.102  5487.202  5487.3022 5487.4023 5487.5024 5487.602
 5487.702  5487.8022]"
441,"[5486.4023 5486.5024 5486.602  5486.702  5486.8022 5486.9023 5487.0024
 5487.102  5487.202  5487.3022 5487.4023 5487.5024 5487.602  5487.702
 5487.8022 5487.9023]"
